CL_RN,COMERCIO_CON_MAS_CONSUMO,LIM_CREDITO,ANIO_COSECHA,COD_MORA,PAGO_CONTADO,METAL_TJT,COD_RANGO_EDAD
9608,GASOLINERAS,4000.0,2019,0,S,6,7.0
9609,LIBROS-PERIÓDICOS,80000.0,2022,0,N,4,7.0
9610,SUPERMERCADOS,4000.0,2021,0,N,6,9.0
9611,OTROS BIENES Y SERVICIOS,5960.0,2022,0,N,6,4.0
9612,ALOJAMIENTO,63360.0,2021,0,N,2,8.0
9612,ALOJAMIENTO,137600.0,2020,0,N,1,8.0
9613,SUPERMERCADOS,80000.0,2022,0,N,1,7.0
9614,SUPERMERCADOS,14800.0,2022,0,N,5,5.0
9615,SUPERMERCADOS,18000.0,2022,0,S,4,5.0
9616,COMIDA/ABARROTES,70400.0,2022,0,N,2,11.0
9617,ENTRETENIMIENTO,6504.0,2019,0,N,5,6.0
9618,TRANSPORTE,9000.0,2018,0,N,5,10.0
9619,RESTAURANTES,5320.0,2018,0,N,5,6.0
9620,RESTAURANTES,80000.0,2019,0,N,2,6.0
9621,CONSTRUCCIÓN,55200.0,2005,0,N,4,10.0
9622,REGALOS,17560.0,2018,0,N,6,6.0
9623,CONSTRUCCIÓN,5936.0,2021,0,N,6,6.0
9624,SUPERMERCADOS,30400.0,2018,1,N,6,5.0
9625,JOYERÍAS,80000.0,2020,0,N,2,7.0
9626,SUPERMERCADOS,9680.0,2022,0,N,5,6.0
9627,SUPERMERCADOS,53040.0,2018,0,N,4,7.0
9628,COMIDA/ABARROTES,10000.0,2022,0,N,5,9.0
9629,GASOLINERAS,14400.0,2019,0,N,4,9.0
9630,CONSTRUCCIÓN,80000.0,2022,0,N,2,9.0
9631,ARTÍCULOS Y SERVICIOS PERSONALES,13200.0,2020,0,N,6,11.0
9632,CONSTRUCCIÓN,8000.0,2022,0,N,5,9.0
9633,RESTAURANTES,80000.0,2019,0,N,2,7.0
9634,TELECOMUNICACIONES,80000.0,2018,0,N,2,9.0
9635,QUÍMICOS/PETRÓLEO,104000.0,2019,0,N,2,9.0
9635,QUÍMICOS/PETRÓLEO,144000.0,2019,0,N,2,9.0
9636,MASCOTAS/ANIMALES DOMÉSTICOS,33400.0,2007,0,N,6,6.0
9637,RECURRENTES,6000.0,2016,0,S,6,6.0
9638,AUTOMOTRIZ,113320.0,2018,0,N,2,7.0
9639,SUPERMERCADOS,29360.0,2021,0,N,4,7.0
9640,SUPERMERCADOS,19000.0,2020,0,N,4,7.0
9641,RESTAURANTES,9680.0,2018,0,N,6,8.0
9642,MERCANCÍA GENERAL,11544.0,2019,0,N,5,6.0
9643,SUPERMERCADOS,9360.0,2019,0,N,5,7.0
9644,RESTAURANTES,148720.0,2014,0,N,3,9.0
9644,RESTAURANTES,156000.0,2018,0,N,2,9.0
9645,TELECOMUNICACIONES,54600.0,2017,0,N,4,6.0
9646,MERCANCÍA GENERAL,28000.0,2019,0,N,4,7.0
9647,TELECOMUNICACIONES,80000.0,2020,0,N,2,7.0
9648,ENTRETENIMIENTO,80000.0,2019,0,S,2,8.0
9649,MATERIALES/EQUIPOS DE OFICINA,240000.0,2019,0,N,2,7.0
9650,GASOLINERAS,176640.0,2020,0,S,1,10.0
9651,SUPERMERCADOS,67200.0,2018,0,N,4,9.0
9652,SUPERMERCADOS,87408.0,2017,0,N,6,6.0
9653,CONSTRUCCIÓN,5384.0,2019,0,N,5,11.0
9654,GASOLINERAS,12000.0,2019,0,N,4,9.0
9655,GASOLINERAS,8768.0,2019,0,N,5,6.0
9656,RESTAURANTES,4000.0,2020,0,N,6,6.0
9657,GASOLINERAS,5000.0,2022,0,N,6,6.0
9658,TELECOMUNICACIONES,10120.0,2018,0,N,6,6.0
9659,SUPERMERCADOS,6320.0,2017,0,N,6,7.0
9659,SUPERMERCADOS,8000.0,2017,0,N,5,7.0
9660,GASTOS DE VIAJE,135160.0,2018,0,N,2,6.0
9661,SERVICIOS FINANCIEROS,5200.0,2014,0,N,6,8.0
9662,AUTOMOTRIZ,61112.0,2021,0,S,6,6.0
9662,AUTOMOTRIZ,72200.0,2012,0,N,6,6.0
9663,SUPERMERCADOS,79800.0,2022,0,N,2,6.0
9664,RESTAURANTES,80000.0,2018,0,N,2,7.0
9665,TELECOMUNICACIONES,4256.0,2020,0,N,6,9.0
9666,RESTAURANTES,80000.0,2020,0,N,3,7.0
9667,SUPERMERCADOS,16520.0,2019,0,N,5,7.0
9668,COMIDA/ABARROTES,18200.0,2014,0,N,4,6.0
9669,RESTAURANTES,42000.0,2019,0,N,2,6.0
9670,ARTÍCULOS PARA EL HOGAR,23200.0,2012,0,N,5,6.0
9671,ARTÍCULOS Y SERVICIOS PERSONALES,8640.0,2017,0,N,6,7.0
9672,TELECOMUNICACIONES,80000.0,2021,0,N,1,9.0
9673,RESTAURANTES,70080.0,2014,0,N,3,7.0
9674,GASOLINERAS,28200.0,2018,0,S,6,12.0
9675,SUPERMERCADOS,21000.0,2011,0,N,5,12.0
9676,MEDICINA,180000.0,2019,1,N,2,11.0
9677,GOBIERNO,15600.0,2020,0,N,4,5.0
9678,GASOLINERAS,56000.0,1996,0,N,3,12.0
9679,ALTO RIESGO,11240.0,2018,0,S,5,7.0
9680,RESTAURANTES,80000.0,2020,0,N,4,8.0
9681,MEDICINA,41240.0,2021,0,S,2,7.0
9682,RESTAURANTES,12000.0,2022,0,N,4,11.0
9683,SUPERMERCADOS,16832.0,2020,0,N,4,6.0
9684,SUPERMERCADOS,8800.0,2021,0,S,5,8.0
9685,MASCOTAS/ANIMALES DOMÉSTICOS,12800.0,2020,0,N,4,7.0
9686,RESTAURANTES,23096.0,2018,0,N,4,7.0
9687,SUPERMERCADOS,80000.0,2021,0,N,2,7.0
9688,GASOLINERAS,14000.0,2019,0,N,6,6.0
9689,SUPERMERCADOS,16000.0,2022,0,N,5,6.0
9690,MASCOTAS/ANIMALES DOMÉSTICOS,30880.0,2015,0,N,5,6.0
9691,EDUCACIÓN,4000.0,2020,0,S,6,8.0
9692,SUPERMERCADOS,14000.0,2016,0,S,4,8.0
9693,RECURRENTES,13200.0,2018,0,N,4,9.0
9694,GASOLINERAS,17496.0,2021,0,N,4,10.0
9695,SUPERMERCADOS,7480.0,2019,0,N,5,11.0
9696,GASOLINERAS,5024.0,2021,0,S,6,5.0
9697,SUPERMERCADOS,15720.0,2019,0,N,4,6.0
9698,CONSTRUCCIÓN,4000.0,2021,0,N,6,5.0
9699,RESTAURANTES,4000.0,2022,0,N,6,11.0
9700,RESTAURANTES,6000.0,2021,0,N,6,5.0
9701,TELECOMUNICACIONES,159960.0,2019,0,N,2,9.0
9702,MERCANCÍA GENERAL,49536.0,2019,0,N,6,5.0
9703,SUPERMERCADOS,6760.0,2020,0,N,6,5.0
9704,ARTÍCULOS Y SERVICIOS PERSONALES,80000.0,2016,0,N,2,9.0
9705,TIENDAS/ALMACENES DEPARTAMENTALES,32888.0,2022,0,N,1,7.0
9706,ALOJAMIENTO,76808.0,2020,0,N,2,8.0
9706,ALOJAMIENTO,80000.0,2019,0,N,1,8.0
9707,LIBROS-PERIÓDICOS,80000.0,2022,0,N,2,7.0
9708,SUPERMERCADOS,36000.0,2018,0,N,4,8.0
9708,SUPERMERCADOS,63960.0,2012,0,N,5,8.0
9709,SUPERMERCADOS,25688.0,2021,0,N,1,9.0
9710,RESTAURANTES,104000.0,2020,0,N,3,9.0
9711,JOYERÍAS,45120.0,2022,0,N,2,11.0
9712,RESTAURANTES,16248.0,2021,0,N,6,8.0
9713,RESTAURANTES,25440.0,2018,0,N,5,8.0
9714,ENTRETENIMIENTO - PARQUES,192480.0,2018,0,N,2,7.0
9715,ELECTRÓNICA,80000.0,2018,0,N,2,7.0
9716,EDUCACIÓN,80000.0,2022,0,N,2,7.0
9717,ALTO RIESGO,4400.0,2022,0,S,6,9.0
9719,TELECOMUNICACIONES,46200.0,2000,0,N,3,11.0
9720,LIBROS-PERIÓDICOS,160000.0,2011,0,N,2,8.0
9720,LIBROS-PERIÓDICOS,317600.0,1999,0,N,3,8.0
9721,RECURRENTES,9104.0,2018,0,S,5,10.0
9722,RESTAURANTES,76496.0,2019,0,N,6,7.0
9723,CONSTRUCCIÓN,37440.0,2017,0,N,5,9.0
9724,ARTÍCULOS DE ESPECIALIDAD,56000.0,2017,0,N,3,7.0
9724,ARTÍCULOS DE ESPECIALIDAD,80000.0,2017,0,N,2,7.0
9725,RESTAURANTES,62456.0,2021,0,N,3,6.0
9726,ALQUILER DE AUTOS,44000.0,2020,0,N,3,8.0
9727,SUPERMERCADOS,20000.0,2018,0,S,4,5.0
9727,SUPERMERCADOS,24000.0,2019,0,N,6,5.0
9728,TELECOMUNICACIONES,25624.0,2014,0,N,4,7.0
9729,RESTAURANTES,80000.0,2018,0,N,2,6.0
9731,CONSTRUCCIÓN,13496.0,2020,0,S,6,6.0
9732,TELECOMUNICACIONES,28000.0,2019,0,S,1,8.0
9733,GASOLINERAS,12000.0,2020,0,S,6,6.0
9734,CONSTRUCCIÓN,244760.0,2005,0,N,2,9.0
9735,SUPERMERCADOS,24200.0,2021,0,N,1,7.0
9736,SUPERMERCADOS,80000.0,2020,0,N,3,7.0
9737,TELECOMUNICACIONES,18000.0,2017,0,N,6,6.0
9738,SUPERMERCADOS,10000.0,2016,0,N,6,6.0
9739,SUPERMERCADOS,80000.0,2021,0,N,2,6.0
9740,SUPERMERCADOS,28800.0,2022,0,N,1,12.0
9741,RESTAURANTES,40000.0,2019,0,N,1,6.0
9742,RESTAURANTES,4000.0,2016,0,N,6,5.0
9743,ROPA/ACCESORIOS,25200.0,2021,0,N,1,6.0
9745,RESTAURANTES,6496.0,2021,0,N,6,6.0
9746,GASOLINERAS,7544.0,2021,0,N,6,6.0
9747,SUPERMERCADOS,80000.0,2022,0,N,2,11.0
9748,RESTAURANTES,14320.0,2019,0,N,1,7.0
9749,ENTRETENIMIENTO - PARQUES,57760.0,2018,0,N,3,11.0
9750,RESTAURANTES,17120.0,2021,0,S,5,6.0
9751,MAYORISTAS,6744.0,2017,0,N,6,7.0
9751,MAYORISTAS,14800.0,2019,0,N,5,7.0
9752,CONSTRUCCIÓN,27000.0,2018,0,N,6,9.0
9753,CONSTRUCCIÓN,16000.0,2021,0,N,4,8.0
9754,RESTAURANTES,22440.0,2022,0,N,1,6.0
9755,RESTAURANTES,52800.0,2019,0,N,3,4.0
9756,SUPERMERCADOS,83200.0,2004,0,N,3,9.0
9756,SUPERMERCADOS,156000.0,2018,0,N,2,9.0
9757,SUPERMERCADOS,89280.0,2020,0,N,2,6.0
9758,MERCANCÍA GENERAL,55000.0,2021,0,N,2,9.0
9759,REGALOS,15416.0,2020,0,N,4,6.0
9760,GASOLINERAS,7040.0,2020,0,S,6,6.0
9761,MASCOTAS/ANIMALES DOMÉSTICOS,4000.0,2022,0,N,6,6.0
9762,RESTAURANTES,24000.0,2022,0,N,4,9.0
9763,COMIDA/ABARROTES,167640.0,2019,0,N,2,8.0
9764,REGALOS,9240.0,2022,0,N,5,6.0
9765,GASOLINERAS,4000.0,2019,0,S,6,6.0
9766,SUPERMERCADOS,70064.0,2018,0,N,6,7.0
9767,MEDICINA,16000.0,2019,0,N,6,11.0
9768,RESTAURANTES,23096.0,2021,0,N,1,7.0
9769,TIENDAS/ALMACENES DEPARTAMENTALES,19784.0,2018,0,N,5,6.0
9770,SUPERMERCADOS,20000.0,2022,0,N,6,10.0
9771,MERCANCÍA GENERAL,8360.0,2018,0,N,5,8.0
9772,ROPA/ACCESORIOS,5696.0,2020,0,N,6,6.0
9773,SUPERMERCADOS,4000.0,2021,0,N,6,7.0
9774,RESTAURANTES,4000.0,2021,0,N,6,6.0
9775,ARTÍCULOS Y SERVICIOS PERSONALES,4000.0,2021,0,S,6,6.0
9776,GASOLINERAS,14000.0,2020,0,S,6,7.0
9777,ENTRETENIMIENTO - PARQUES,156520.0,2019,0,N,2,6.0
9778,RECURRENTES,80000.0,2022,0,N,6,5.0
9779,RESTAURANTES,14760.0,2018,0,N,5,6.0
9780,ROPA/ACCESORIOS,33120.0,2021,0,N,3,6.0
9781,SUPERMERCADOS,20208.0,2019,0,N,6,7.0
9782,RESTAURANTES,12600.0,2021,0,N,4,6.0
9783,TRANSPORTE,13200.0,2022,0,N,4,9.0
9784,AEROLÍNEAS,64000.0,2019,0,N,2,7.0
9785,RESTAURANTES,8000.0,2022,0,N,5,8.0
9786,RESTAURANTES,31600.0,2018,0,S,2,8.0
9786,RESTAURANTES,52936.0,2017,0,N,3,8.0
9787,TELECOMUNICACIONES,66000.0,2019,0,N,2,10.0
9788,TELECOMUNICACIONES,37496.0,2021,0,N,3,9.0
9789,TRANSPORTE,12000.0,2018,0,S,4,8.0
9789,TRANSPORTE,13200.0,2019,0,N,4,8.0
9790,OTROS BIENES Y SERVICIOS,87280.0,2018,0,S,3,8.0
9791,RECURRENTES,5400.0,2016,0,S,6,8.0
9792,MASCOTAS/ANIMALES DOMÉSTICOS,16000.0,2019,0,N,2,8.0
9793,SUPERMERCADOS,232880.0,2005,0,N,2,7.0
9794,CONSTRUCCIÓN,5280.0,2021,0,N,6,7.0
9795,OTROS BIENES Y SERVICIOS,27200.0,2019,0,S,5,8.0
9796,OTROS BIENES Y SERVICIOS,33840.0,2013,0,N,4,9.0
9796,OTROS BIENES Y SERVICIOS,80000.0,2018,0,N,3,9.0
9797,MASCOTAS/ANIMALES DOMÉSTICOS,206360.0,1999,0,N,4,9.0
9798,AUTOMOTRIZ,80000.0,2022,0,N,2,8.0
9798,AUTOMOTRIZ,93760.0,2018,0,N,3,8.0
9799,ALTO RIESGO,24400.0,2004,0,N,6,9.0
9800,TELECOMUNICACIONES,7840.0,2017,0,N,6,11.0
9801,ALOJAMIENTO,62160.0,2012,0,N,3,10.0
9802,RESTAURANTES,51000.0,2012,0,N,2,7.0
9802,RESTAURANTES,80000.0,2018,0,N,4,7.0
9803,TELECOMUNICACIONES,26000.0,2020,0,S,1,8.0
9804,SUPERMERCADOS,17280.0,2021,0,N,6,6.0
9805,ALOJAMIENTO,36608.0,2021,0,N,5,6.0
9806,ARTE,95880.0,2019,0,N,3,6.0
9807,MEDICINA,19312.0,2021,0,N,4,8.0
9808,ROPA/ACCESORIOS,80000.0,2022,0,N,2,6.0
9809,MEDICINA,22560.0,2019,0,N,4,10.0
9810,GASOLINERAS,11560.0,2020,0,N,6,9.0
9810,GASOLINERAS,12192.0,2021,0,N,4,9.0
9811,ENTRETENIMIENTO - PARQUES,53680.0,2019,0,N,2,7.0
9812,RESTAURANTES,36240.0,2020,0,N,4,6.0
9813,RESTAURANTES,80000.0,2021,0,S,2,7.0
9814,ARTÍCULOS Y SERVICIOS PERSONALES,16000.0,2020,0,N,6,6.0
9815,MEDICINA,78000.0,2020,0,S,1,7.0
9816,GASOLINERAS,30000.0,2018,0,N,5,9.0
9817,GOBIERNO,48784.0,2019,0,N,3,6.0
9818,SUPERMERCADOS,30800.0,2022,0,N,1,8.0
9819,SUPERMERCADOS,13200.0,2022,0,S,4,6.0
9820,SUPERMERCADOS,80000.0,2017,0,N,2,6.0
9821,CONSTRUCCIÓN,80000.0,2022,0,S,2,8.0
9822,GASOLINERAS,4000.0,2020,0,N,6,7.0
9823,SUPERMERCADOS,11928.0,2022,0,S,5,6.0
9825,CONSTRUCCIÓN,9000.0,2018,0,N,5,6.0
9826,SUPERMERCADOS,20000.0,2014,0,N,4,9.0
9827,GASOLINERAS,8000.0,2019,0,S,5,11.0
9828,CONSTRUCCIÓN,117000.0,2019,0,N,2,6.0
9829,RESTAURANTES,40000.0,2020,0,N,1,6.0
9830,SUPERMERCADOS,6000.0,2019,0,N,6,7.0
9831,GASOLINERAS,23120.0,2022,0,N,4,8.0
9832,SUPERMERCADOS,80000.0,2022,0,N,1,6.0
9833,ROPA/ACCESORIOS,64000.0,2020,0,N,1,6.0
9834,OTROS BIENES Y SERVICIOS,20936.0,2018,0,N,5,7.0
9835,RECURRENTES,25200.0,2012,0,S,1,8.0
9836,MERCANCÍA GENERAL,34504.0,2015,0,N,4,6.0
9836,MERCANCÍA GENERAL,74008.0,2018,0,N,4,6.0
9837,ALOJAMIENTO,52800.0,2020,0,S,1,7.0
9838,TELECOMUNICACIONES,195960.0,2003,0,N,2,7.0
9839,TELECOMUNICACIONES,24400.0,2006,0,N,5,6.0
9839,TELECOMUNICACIONES,26840.0,2019,0,N,1,6.0
9840,MERCANCÍA GENERAL,77304.0,2022,0,N,1,6.0
9841,COMIDA/ABARROTES,7040.0,2020,0,S,5,6.0
9842,GASOLINERAS,80000.0,2022,0,N,2,7.0
9843,MERCANCÍA GENERAL,34000.0,2021,0,N,6,7.0
9844,AEROLÍNEAS,18000.0,2018,0,N,4,7.0
9844,AEROLÍNEAS,39600.0,2020,0,N,1,7.0
9845,SUPERMERCADOS,11000.0,2017,0,S,6,6.0
9846,COMIDA/ABARROTES,25920.0,2021,0,N,4,9.0
9847,EDUCACIÓN,78256.0,2015,0,S,5,6.0
9848,SUPERMERCADOS,10000.0,2021,0,S,5,6.0
9849,SUPERMERCADOS,8360.0,2020,0,N,5,7.0
9850,GASOLINERAS,80000.0,2021,0,N,2,7.0
9851,RESTAURANTES,8000.0,2022,0,S,5,6.0
9852,GASOLINERAS,18000.0,2020,0,N,6,7.0
9853,RECURRENTES,137800.0,2020,0,S,1,8.0
9854,RESTAURANTES,69920.0,2020,0,N,3,6.0
9854,RESTAURANTES,124800.0,2020,0,N,3,6.0
9855,SUPERMERCADOS,39648.0,2018,0,N,4,9.0
9855,SUPERMERCADOS,53800.0,2007,0,N,4,9.0
9856,CONSTRUCCIÓN,5000.0,2021,0,N,5,7.0
9857,RESTAURANTES,30000.0,2018,0,N,4,8.0
9857,RESTAURANTES,43200.0,2016,0,N,1,8.0
9857,RESTAURANTES,58800.0,2016,0,N,5,8.0
9858,MAYORISTAS,23400.0,2020,0,N,6,9.0
9858,MAYORISTAS,25736.0,2022,0,N,1,9.0
9859,SUPERMERCADOS,60000.0,2021,0,N,2,6.0
9860,CONSTRUCCIÓN,37760.0,2018,0,N,3,6.0
9860,CONSTRUCCIÓN,41536.0,2022,0,N,2,6.0
9861,MEDICINA,31240.0,2022,0,N,1,6.0
9862,ENTRETENIMIENTO - PARQUES,108000.0,2019,0,N,4,5.0
9863,ENTRETENIMIENTO - PARQUES,60568.0,2021,0,N,2,5.0
9863,ENTRETENIMIENTO - PARQUES,99840.0,2021,0,S,2,5.0
9865,RESTAURANTES,17000.0,2018,0,N,5,6.0
9866,SUPERMERCADOS,120000.0,2020,0,N,3,7.0
9867,TELECOMUNICACIONES,78000.0,2018,0,S,5,6.0
9868,RESTAURANTES,9544.0,2018,0,N,5,6.0
9869,SUPERMERCADOS,16480.0,2019,0,N,5,6.0
9870,RESTAURANTES,69280.0,2019,0,S,2,6.0
9870,RESTAURANTES,76208.0,2021,0,S,3,6.0
9871,SUPERMERCADOS,11000.0,2017,0,S,6,6.0
9872,COMIDA/ABARROTES,5200.0,2021,0,N,6,7.0
9873,RESTAURANTES,13720.0,2018,0,S,4,11.0
9874,COMIDA/ABARROTES,5600.0,2020,0,N,6,8.0
9875,SUPERMERCADOS,20056.0,2021,0,N,4,7.0
9876,TELECOMUNICACIONES,32648.0,2021,0,N,4,5.0
9877,RESTAURANTES,12960.0,2021,0,N,5,5.0
9878,TELECOMUNICACIONES,31888.0,2021,0,N,1,11.0
9879,RESTAURANTES,37600.0,2019,0,N,1,5.0
9880,TELECOMUNICACIONES,9000.0,2021,0,S,5,5.0
9881,RESTAURANTES,26400.0,2022,0,N,1,6.0
9882,TIENDAS/ALMACENES DEPARTAMENTALES,76504.0,2015,0,N,1,6.0
9882,TIENDAS/ALMACENES DEPARTAMENTALES,104000.0,2019,0,S,2,6.0
9883,ENTRETENIMIENTO - PARQUES,80000.0,2018,0,N,6,9.0
9884,RECURRENTES,8400.0,2016,0,N,6,6.0
9885,SUPERMERCADOS,158400.0,2005,0,N,2,10.0
9886,MERCANCÍA GENERAL,49240.0,2021,0,N,2,8.0
9887,TELECOMUNICACIONES,108000.0,2018,0,N,3,9.0
9888,RECURRENTES,32032.0,2018,0,N,6,9.0
9888,RECURRENTES,35232.0,2019,0,N,3,9.0
9889,SUPERMERCADOS,68640.0,2018,0,N,2,9.0
9890,ENTRETENIMIENTO - PARQUES,16000.0,2020,0,N,2,8.0
9891,CONSTRUCCIÓN,28000.0,2021,0,N,1,9.0
9892,AUTOMOTRIZ,26320.0,2019,0,N,2,6.0
9893,RESTAURANTES,9800.0,2015,0,N,6,6.0
9894,ARTÍCULOS DE ESPECIALIDAD,30000.0,2021,0,N,3,8.0
9895,AUTOMOTRIZ,32248.0,2021,0,N,3,6.0
9896,SUPERMERCADOS,13856.0,2021,0,S,4,7.0
9897,SUPERMERCADOS,27824.0,2022,0,S,4,6.0
9898,MEDICINA,6496.0,2018,0,N,5,7.0
9899,RESTAURANTES,20560.0,2017,0,N,4,6.0
9900,SUPERMERCADOS,4040.0,2021,0,N,6,6.0
9901,TELECOMUNICACIONES,12640.0,2022,0,S,5,9.0
9902,QUÍMICOS/PETRÓLEO,80000.0,2022,0,N,2,10.0
9903,RESTAURANTES,98640.0,2019,0,N,6,8.0
9904,MEDICINA,59480.0,2020,0,N,4,9.0
9905,ALOJAMIENTO,49400.0,2016,0,N,5,6.0
9905,ALOJAMIENTO,54336.0,2022,0,N,2,6.0
9906,SUPERMERCADOS,80000.0,2019,0,N,3,6.0
9907,TELECOMUNICACIONES,4000.0,2021,0,N,6,9.0
9908,SUPERMERCADOS,8688.0,2021,0,N,5,7.0
9909,CONSTRUCCIÓN,104000.0,2018,0,N,2,7.0
9910,RESTAURANTES,33840.0,2019,0,N,4,8.0
9911,AUTOMOTRIZ,28000.0,2017,0,N,6,12.0
9912,SUPERMERCADOS,20000.0,2019,0,N,4,7.0
9913,RESTAURANTES,16016.0,2022,0,S,4,6.0
9914,TELECOMUNICACIONES,48000.0,2020,0,N,1,8.0
9914,TELECOMUNICACIONES,52800.0,2022,0,N,2,8.0
9915,SUPERMERCADOS,19880.0,2020,0,S,5,8.0
9916,RESTAURANTES,8272.0,2021,0,N,6,5.0
9916,RESTAURANTES,16000.0,2019,0,N,5,5.0
9917,RESTAURANTES,25000.0,2021,0,S,1,5.0
9918,SUPERMERCADOS,30600.0,2013,0,S,5,6.0
9918,SUPERMERCADOS,33656.0,2019,0,N,4,6.0
9919,RESTAURANTES,10000.0,2021,0,N,5,11.0
9920,GASOLINERAS,50000.0,2020,0,S,3,10.0
9921,ARTÍCULOS Y SERVICIOS PERSONALES,80000.0,2021,0,N,2,7.0
9922,ALTO RIESGO,12800.0,2007,0,N,5,6.0
9922,ALTO RIESGO,18000.0,2017,0,N,5,6.0
9923,COMIDA/ABARROTES,91000.0,2011,0,N,3,5.0
9924,ENTRETENIMIENTO,5400.0,2016,0,N,6,7.0
9924,ENTRETENIMIENTO,13000.0,2017,0,N,4,7.0
9925,TIENDAS/ALMACENES DEPARTAMENTALES,80000.0,2019,0,N,2,9.0
9926,GASOLINERAS,4000.0,2021,0,N,6,7.0
9927,RESTAURANTES,28000.0,2019,0,N,4,8.0
9928,CONSTRUCCIÓN,39304.0,2012,0,N,6,6.0
9928,CONSTRUCCIÓN,43232.0,2019,0,N,3,6.0
9929,RESTAURANTES,33000.0,2018,0,N,1,5.0
9930,GASOLINERAS,13824.0,2021,0,N,6,6.0
9931,AUTOMOTRIZ,25496.0,2020,0,S,5,7.0
9932,GASOLINERAS,7480.0,2021,0,S,5,11.0
9933,GASOLINERAS,13136.0,2022,0,N,6,7.0
9934,RECURRENTES,45600.0,2021,0,N,2,6.0
9935,PLANTAS,57704.0,2022,0,S,2,6.0
9936,TIENDAS/ALMACENES DEPARTAMENTALES,28000.0,2020,0,S,5,7.0
9937,ARTÍCULOS Y SERVICIOS PERSONALES,104000.0,2018,0,N,3,12.0
9938,GASTOS LEGALES,16944.0,2018,0,N,4,5.0
9939,GOBIERNO,22000.0,2018,0,N,4,7.0
9940,OTROS BIENES Y SERVICIOS,89376.0,2019,0,N,2,5.0
9941,ARTÍCULOS Y SERVICIOS PERSONALES,10736.0,2021,0,N,6,5.0
9942,TRANSPORTE,4000.0,2022,0,N,6,5.0
9943,RESTAURANTES,33760.0,2018,0,N,4,5.0
9943,RESTAURANTES,62680.0,2019,0,N,2,5.0
9943,RESTAURANTES,81480.0,2019,0,S,2,5.0
9944,RESTAURANTES,5200.0,2019,0,N,6,8.0
9945,SUPERMERCADOS,80000.0,2021,0,S,2,9.0
9946,ENTRETENIMIENTO - PARQUES,10000.0,2021,0,N,5,5.0
9947,MATERIALES/EQUIPOS DE OFICINA,104000.0,2020,0,N,2,8.0
9948,TELECOMUNICACIONES,6440.0,2019,0,N,5,7.0
9949,ALOJAMIENTO,199200.0,2004,0,N,3,8.0
9950,RESTAURANTES,101400.0,2015,0,N,2,8.0
9951,TELECOMUNICACIONES,11880.0,2021,0,N,6,8.0
9952,RESTAURANTES,52624.0,2021,0,N,3,8.0
9953,TELECOMUNICACIONES,15600.0,2017,0,N,6,8.0
9953,TELECOMUNICACIONES,17160.0,2018,0,N,4,8.0
9954,RESTAURANTES,17096.0,2021,0,N,4,11.0
9955,SUPERMERCADOS,7800.0,2016,0,S,5,6.0
9956,TRANSPORTE,77464.0,2018,0,N,2,6.0
9957,AUTOMOTRIZ,10400.0,2014,0,S,6,6.0
9957,AUTOMOTRIZ,11440.0,2018,0,N,5,6.0
9958,ENTRETENIMIENTO - DEPORTES,61480.0,2020,0,S,3,8.0
9959,COMIDA/ABARROTES,6000.0,2017,0,N,5,7.0
9960,GASOLINERAS,64232.0,2021,0,N,1,6.0
9961,ROPA/ACCESORIOS,28000.0,2019,0,S,5,6.0
9962,RESTAURANTES,29040.0,2021,0,N,4,7.0
9963,SUPERMERCADOS,40000.0,2022,0,N,4,9.0
9964,SUPERMERCADOS,4400.0,2018,0,N,6,8.0
9965,ARTÍCULOS Y SERVICIOS PERSONALES,4000.0,2012,0,N,6,6.0
9965,ARTÍCULOS Y SERVICIOS PERSONALES,22000.0,2018,0,N,4,6.0
9966,RESTAURANTES,24000.0,2022,0,S,1,6.0
9967,MEDICINA,42840.0,2019,0,N,3,7.0
9968,TIENDAS/ALMACENES DEPARTAMENTALES,6000.0,2017,0,N,6,6.0
9968,TIENDAS/ALMACENES DEPARTAMENTALES,15600.0,2016,0,S,4,6.0
9969,RESTAURANTES,4400.0,2022,0,N,6,10.0
9970,RECURRENTES,8400.0,2019,0,N,6,6.0
9971,TELECOMUNICACIONES,46200.0,2019,0,N,3,7.0
9972,ENTRETENIMIENTO,4000.0,2021,0,N,6,8.0
9973,SERVICIOS FINANCIEROS,63200.0,2017,0,N,1,9.0
9974,SUPERMERCADOS,25760.0,2020,0,N,6,6.0
9975,SUPERMERCADOS,11600.0,2019,0,N,5,8.0
9976,RESTAURANTES,10000.0,2021,0,S,5,7.0
9977,SUPERMERCADOS,6000.0,2019,0,N,6,9.0
9978,SUPERMERCADOS,74592.0,2022,0,N,2,6.0
9979,SUPERMERCADOS,8000.0,2018,0,N,5,7.0
9980,SUPERMERCADOS,40504.0,2018,0,N,6,7.0
9981,TELECOMUNICACIONES,4000.0,2022,0,S,6,6.0
9982,GOBIERNO,80000.0,2022,0,N,2,8.0
9983,CONSTRUCCIÓN,62400.0,2017,0,S,1,8.0
9984,OTROS BIENES Y SERVICIOS,80000.0,2019,0,N,2,10.0
9985,SUPERMERCADOS,11496.0,2021,0,N,5,9.0
9986,MERCANCÍA GENERAL,35080.0,2019,0,N,6,7.0
9987,SUPERMERCADOS,80000.0,2021,0,N,2,8.0
9988,RECURRENTES,8240.0,2021,0,S,5,8.0
9989,MEDICINA,9600.0,2019,0,N,3,12.0
